timestamp,words,tags
,"The letter is getting too long now and I had better close it. Your eyes must be sore trying to read and make out my scribbling. I am sorry to write such a long letter, but I hope you don’t mind. We all wish to be back home as soon as possible, & I’ll remember you always. Well, I guess I had better stop for final, as I am getting to the end of the page so good-bye & good health till",Communications; Joan; Homesickness
,we meet again.,
,"Best regards to all from us. Your friend as ever, Sumi M.",
,"P.S. I have been jabbering & forgot how to inquire how you all are. I hope you are fine. We are all very fine, and getting along well.",
Letter 3,c/o Mr. J. Maudsley,
,"Raymond, Alta.",
,July 31/42,
,"Dearest Joan,-",
,"Hello Joan! I’m sorry but honestly I meant to answer your lovely letter the night I received it, but somehow or rather its [sic] almost over a month now. (my head is hung in shame. ahem!!) I just love long, long letters and yours just hit the spot – swell! but I can’t write long letters for anything. Also, your letter’s the most interesting and I drop whatever I’m doing and read it immediately.",Communications
,"I bet you were proud when you received your first pay from berry-picking. I certainly wish I was in your boots! Were you able to find another job? I hope so, but not a strenuous one.",
,"Did we have some heat last week and now do you know that it just poured like cats & dogs and it even hailed. We started running home but by the time we were half through the field, it even poured harder and we reached home just drenched. There was no fire and did we ever feel comfortable! Gosh, it’s a crazy weather out here. It certainly know [sic] how to change suddenly. Almost every night, there is a thunderstorm following with",Living-conditions
,"heavy rain, and is it ever pleasant working in a wet field, let me tell you.",Labour-conditions
,"The only reason why I didn’t write to you earlier was that I couldn’t find time, Joan. (touch of laziness may be included too.) Every time when I start to write I can’t seem to get it finished. You know, I tried at least six times and every time, I had to start newly again; but this time I’m going to finish it for sure. Mind you, I couldn’t get it off my mind.",Communications
,"And oh, Joan! Am I ever glad!! We finished our first hoeing yesterday but after this we’ve got to hoe Maudsley’s corn. (I thought we get a rest; but oh, no!) Hoeing isn’t so bad as how thinning was. Usually, every year by this time people say that they should be on their second hoeing by now, and fighting for water. We needn’t fight for water this year, no sireeee! You see, Dad had to haul hay in for about a week and a half so we had to do the best without him. We didn’t want to get behind the others so we worked longer hours than most people. And now, Dad is building another room approximately the",Labour-conditions
,"same size in which we are living in now. (12’x14’) Then, it’ll be a decent house to live in; don’t you think?",Living-conditions
,"Many of our beets got drowned on account of too much rain, poor things. The ones which were planted on a higher land is [sic] coming just dandy, but I’m afraid the ones planted on a lower land isn’t [sic] coming along so good as we thought. Certainly, I’m going to bring home some “Raymond Sugar” to you. I don’t know if they’re the finest and sweetest sugar in the world, but at least, they taste like sugar. Every sugar we buy in bags or sacks, it has “Raymond, Alberta” written on it. Imagine, a small country-like town of Raymond written on sugar bags! Someday, it’s going to make a history of the largest sugar producing factory in Canada. Day after day, you do the same work and it seems like ages until you get accustomed to the long monotony of working in the beet-fields.",Beet-farms; Labour-conditions
,"I haven’t been to town for ages, so I just can’t tell you what fruits they sell. I Know they sell oranges because we buy it ever so often. Sometimes my brother goes to town and he says that they sell oranges, apples, cherries, raspberries, and strawberries. He also said that the berries look half rotten, or I mean stale, and not so large and juicy and red as back in B.C. We’re all going to miss our fruits & berries this year.",Living-conditions; Homesickness
,Our garden is coming along good and,Labour-conditions; Living-conditions
,"bad – I don’t know which. Cabbages, carrots, corns, lettuces, and potatoes are coming along swell. Mellons [sic], cucumbers, squash & canteloupes [sic] didn’t come up at all. I think they probably got drowned. And do you know what? The tomato plants have started bearing fruits now. I hope the rain won’t ruin them after they’re nice and ripe. Honestly, the rain & wind just ruined our peas & beans. They weren’t good at all this year. Altogether we have five hundred fifty plants of cabbages & is it growing dandy. I think I’ll go on a “Cabbage Diet” this year winter – but don’t say anything about diet just now, because I’m eating like a hog. How’s my waistline did you ask? Well – ahem, I think I look more like a sack of potato than I looked before. I don’t know how much I weigh ‘cause I haven’t weighed myself since – heaven knows when!!",Labour-conditions; Living-conditions
,"Has the carpenter finished fixing your house yet? If he did, surely your house must be pretty now; even though it was from the beginning. Have you, by any chance, strolled down about our vicinity? If you have, that is if, will you please tell us what condition it is in? Even though we barred all our windows & doors, we don’t feel safe ‘cause many of our things are still left in the house. (especially the attic.)",Homesickness; Forced-dispersal
,"Mind you, we even forgot to bring our photo album. Mother was sure she put it in the suitcase, but I guess it",Photographs; Forced-dispersal
,"must have gotten misplaced with other things & taken up to the attic. And oh! we left behind so many things that we just don’t want to think of it. Now, Joan, you don’t have to walk all the way down there purposely, - but I just said if by any chance.",Homesickness; Forced-dispersal
,"It’s so peaceful & quiet and nothing happens here, so I haven’t anything much to write to you. Ah, yes! There was a Stampede on the 1st & 2nd of July. On the morning of the 1st there was a parade with fire-crackers going off. Imagine, fire-crackers on Dominion Day!! It seems funny to us, but I guess its [sic] their custom. We went on the 2nd, because it was said that too many people always attend on the 1st that you couldn’t hardly see the performances. Lucky for us that we did! and it was a wonder that both days were fine. There were many different performances such as bucking, steer decorating, calf roping, horses, etc.. . A cowboy was sent to the Lethbridge hospital because he got kicked or stepped on or something by the horse. (P.S. there is no hospital in Raymond.)",Recreation
,"It was fun, but I would have enjoyed it more if you were with me, Joan. And I certainly wish you did see it too. Mother was the only one that didn’t go because she didn’t want to see them get bucked off. Raymond is noted for having its first stampede in the whole Dominion of Canada, thirty-nine years ago this July 1st, 1942.",Recreation; Joan; Homesickness
,"I have lot [sic] more to write about the Stampede, but I guess I had better stop or they’ll charge me double.",Communications; Communications
,"I don’t know how much to thank you for those plants & seeds, Joan. You know, I only asked for the seeds, and here, you sent the plants so you could just imagine how surprised I was. Mom told me to thank you very very thank much. It’s just coming along swell.",Homesickness
,"And – thank you very very much for those lovely pictures you have sent. Were [sic] still allowed to have a camera yet, but since we haven’t one, we’ll have to borrow someones. We’re intending to take pictures before our cameras get banned, if they ever do. I promise that I am going to send you some, but I don’t know when, only that its in the near future.",Photographs; Communications
,"Well, I must say that this letter certainly got long, but I hope you don’t mind, do you Joan? Even though we’re far apart, I know we’ll meet again – and I hope it’ll be soon. I’ll always remember you and think of you, no matter when & where. I’m just itching for the time to come, when we’re all together and happy once more. Convey my best regards to your parents.",Joan; Optimism; Homesickness
,Heres [sic] hoping you’re all well & happing.,
,"Your loving friend,",
,Sumi,
Letter 4,"Box 167,",
,"Raymond, Alberta,",
,"January 9, 1943.",
,"Dear Joan,",
,"Honestly, I’m so ashamed of myself I just can’t find the right words to tell you how sorry I am for being so long at writing you. But I hope you understand, I and forgive me, please???? To start out with “Hello to you all” and I hope you all had a nice “Xmas” & “A Happy New Year”. (Though I never wrote a letter wishing you so, but I took granted [sic] that you meant it from me anyways.) However, here’s hoping that this letter finds the Gillis’ family in best of health.",Communications
,"Thanks ever so much Joan for your lovely present which you sent; it’s just perfect & the thing I needed most. Honestly, I never dreamed of receiving such present as this under the present condition; I never expected to receive anything from you this year so you can just imagine how pleased I was!!! You know, we can’t seem to break the “tie” between us & I hope that we never do. (not on earth, I won’t.)",Joan
,"Well, here’s me going back to school for another year. – Really??? but I doubt if I’ll go back again next year (I mean if I am still in Raymond then.) Boyohboy!! I’d give anything to be back at good ol’ Queen Elizabeth. I’m suffering enough as I am now & I don’t think I could stand for another year! After two whole month’s work to catch up, it was impossible for me to",Education; Homesickness
,"write to you. (I started school on Nov. 2nd, same day as Teruko Ikeda.) I think I really could have written to you if I had tried harder. I don’t know how it happened, but I’m sitting in the Grade X room anyways. French I, Soc. St., English, Health, General maths, Biology I, Home Economics are the subjects I’m taking this year, making a total amount of 30 credits for Grade X. If I go through school in Raymond, I’ll have to come 2 years of Gr. 12 to get all my credits. Credits start from Gr. 10 over here, and by the time you get out of high, you’ll have to have a hundred credits. Only Typing I is given & Bookkeeping I and no shorthand writing. Home Economics & health ends in Gr. 10. Grades 11 and 12 will not have to take health unless they wish to get some credits and take it with some lower grades. It certainly is a crazy way, don’t you think, Joan? I get 11 study periods a week and that’s monotenous [sic] so I wanted to take more credits, but the principle (Mr. Jacobs.) said 30 credits is enough for a late-commer [sic] so I’m still carrying 30 credits. You can’t take more than 35 credits a year. Every Thursday, last period we get a 20min seminary. Mostly everybody out here are Mormans [sic]. I never heard of this religion back in B.C. The",
,"religions are divided into 3 groups; the Mormans, United, and Budhists [sic]. I go to the United, & Mrs. Rolfson’s our lecturer. Did you read an article in the school-paper about Miss Gottenburg being married to Mr. Rolfson? Well, this is our teacher while Mr. Rolfson is a Morman and he teaches the Morman pupils.",
,"There are no lockers in this school, and you just hang the coats up as we used to do in S.W. Public School, except that the coat hangers are way higher. The class-room doors doesn’t [sic] open until a teacher comes along & opens it for us. Do you know why the doors are kept locked? Out here, it seems as if the kids can’t be trusted, & I think this is true! I had a brand new ruler an [sic] pencil and after one week it disappeared right off my desk! Was I mad. After that, I brought another new pencil & this one disappeared also. Now I don’t carry a ruler or a pencil except for my new fountain-pen which I keep it in my jacket pocket and take it around with me wherever I go. On the whole, work is fairly easy and not as much homework as we used to get back in B.C.",Education
,"Tests out here seems [sic] just like those oral questions we used to have nearly every day. In June, they have the final examination. $1.50 or $1.70 per test. If I take every one of these examinations, believe me I’ll be broke! They also take a Government examination in Grade 9. Kids say that Government exams are easier than teacher’s exams, but I wouldn’t know",Education
,unless I took one myself.,Education
,"Oh, goodness gracious!! but are the boys noisy! They (the boys) run in the hall-ways, run up or down the stairs, shout, fight, etc. in the school building and whenever the teacher comes, the teacher passes on without saying anything about behaving! If you’re caught throwing chalks, the penalty is one new box of chalks for the school. The kids are allowed to wear slacks, ‘kerchiefs, skii-pants [sic] or skiis suit [sic], coats, etc. during classes. When they answer the teachers, their reply may be no, yes, sure, etc. And not. — “no, sir”, “yes, sir,” and in cases of a lady teacher, “yes, so & so” or “no, so & so.”",Education
,"The kids thought it was funny when Teruko Ikeda or I said “yes, sir” or “no, sir” to a teacher. This shows how much they are mistacken [sic], & not us. Pupils aren’t so co-operative as the ones back in B.C. schools and they think that their school is of a high standard, but not to me. Our building has only two floors, while the Public building has four floors. You see, Joan, High School & Public School are separate buildings. On the whole, public building is larger. Both buildings are made of brick.",Education; Homesickness
,For 3 months school starts at 9:30 A.M. because it is so dark in the morning around 9:00 A.M. Lunch is from 12:15 P.M to 1:30 P.M. School begins again in the afternoon at 1:30 P.M. until 4:00 P.M. but there is a ten minute afternoon recess.,Education
,"For a month, since we started, we walked to school until December 1, the van from the cheese factory began to run. In the mornings, the van isn’t so crowded as in night because the driver makes 2 trips; but at nights, he takes us all in one trip so you can just imagine how crowded it is inside! The Raymond Highway kids gets [sic] on the first trip (this is us.) and the Stirling Highway gets on the second trip. We reach school around 8:30 A.M. so we asked the principle for permission to play basketball in the mornings. The principle said “yes” so we play in the gym, which is only about 1/3 of 2.E.’s gymnasium. For P.T., girls may wear skirts, dresses, shorts, slacks, or even leather sole shoes because I do. In Lethbridge or Raymond, I went all over the shoe stores asking for girls’ white running shoes, but they don’t have anymore in stock. After P.T. everyone’s supposed to take a shower, but no one ever does, besides there isn’t any time. Well, Joan, I think I’ve talked enough about school, so I think I’d better leave the rest for the next letter.",Education; Recreation
,"The weather certainly changes quick out here. Just last week it was so cold, but now, the temp. is up to 40 degrees. The coldest has been around 20 degrees below. Out here, even if it is 30 degrees or 20 degrees below, you can’t feel it, but just to make people say “Gee, it’s cold today.” Once we walked 5 miles to school in 17 degrees below zero. It was kinda colder than most mornings we",Living-conditions
,"thought, but I didn’t imagine it would be 17 degrees below. The van didn’t run at this time yet. When we rush and walk without resting, our body is warm but our cheeks, nose, and chin are just about frozen. There are quite a number of families living at least 5 miles out of town, but I don’t there there [sic] is any family living more than six five miles.",Living-conditions
,"Almost every farmer has started threshing again since the weather is excellent. My Dad has gone threshing also, except that our owner’s thresher machine is old & gets broken easily; then my Dad has to stay around the machine & fix it everytime. He’s more of a mechanist than a wheat hauler, but he doesn’t mind as he likes the job as a mechanist better. You know, he’s so small & short, he’s able to go under the machine & fix it.",Labour-conditions
,"Our beet crop on the whole was satisfactory. It averaged around 11 ½ tons per acre, while most of the other crops yielded 9-9 ½ tons per acre. We harvested ours quite early so we did 5 acres of anothers man’s crop. If we had just finished harvesting our own crop and then went to school, I won’t be so far behind in my school-work. However, I’m getting caught up on it soon.",Beet-farms; Education
,"Joan, do you know what I got for my birthday? Guess, — first. I got a pair of black skates!! Just what I had been wishing for the last three years, and now I got my chance to get them.",Recreation
,"When I return home again, you & I would go skating to the arena or wherever there is a skating pond. (if you want me as a company.) I think that would be fun. There is a rink in Raymond town which anybody can go in free & stay, as long as they want to skate. I believe it’s open every afternoon until 10:00 P.M. and 12:00 midnight, only on Saturday nights. There is also some music playing from the girl’s changing room. There is also another rink for boy’s hockey square next to the larger skating rink. I practiced skating on Teruko’s skates on the frozen pig lake. Here’s where we go mostly afterschools [sic] because it takes just about 8 minutes’ walk, any anyways [sic] it’s Maudsleys’, so he won’t chase us out.",Recreation; Joan; Optimism
,"Well, I’ve written enough for now so I guess I had better close. It’s such a long boring letter that it’ll take at least 2 days to read it, and what a scribble! If you can’t make it out, Joan, send it right back & I’ll rewrite it over again. Perhaps that’ll teach me to be more careful.",Communications
,Hoping to hear from from you sooner than I wrote to you —,
,"Your pal as ever, Sumi.",
Letter 5,"Box 167, Raymond Alta",
,January 31/43,
,"Dearest Joan, —",
,"Hi – Joan! How are you and all the rest? Well, I hope, as we all are fine in spite of the cold weather we’re having.",
,This isn’t going to [sic] such a long letter as I believe I haven’t much to write. I admit I don’t like writing letters but somehow or rather I get it done anyways – thoughs its [sic] nothing compared to yours.,Communications
,"Thank you ever so much for your beautiful card & hankies. Honestly I’ve never dreamed of receiving such presents. And look at me, I tried to send your present in time, but lazy me, I never do get things done right away. Everybody in the house was just about practically driving me crazy saying – “When are you going to buy Joan’s present? When are you going to send it?” That’s all what I’ve been hearing in the house until last Friday I went to Lethbridge to get a picture taken for registration. (I’ll send you one if its OK.) It’s nothing much & I’m really very sorry its going to be",Joan
,"awfully late but still wishing you a “Happy Birthday, Joan, and Many Happy returns of the day!” Enclosed is also a Valentine Card. I was just wondering who the “two brides” are? Could it be “Joan & Lionel?” Please tell!!",
,"Yesterday I went to the skating rink with my sisters for a bit of fun. Really, I don’t think it was much fun. There was one particular guy who kept on pushing me & another girl who was skating with me, & every time he pushed us, well, we’ll fall! You see, Joan, I’ve been on the ice only four times and I’m nowhere an expert. If I was, well, I wouldn’t g let him get away with it. After all, he’s a way better skater than both of us. I figure it would be better if I skated on our own ice pond, but heavens! it’ll take ages to shovel all the snow off. Raymond is the only place where you can go in and skate for free. Other places charges [sic] you so much for so long, so I guess were [sic] quite fortunate.",Recreation
,We’ve had a very cold [spell] for over a week. The coldest was 50 degrees below.,Living-conditions
,"Other days were below 30 degrees below and it never went above anymore than 30 degrees below. At noon, it’ll be around 35 degrees below while at night it suddenly drops down to 45 degrees below. Our window glass was covered at least an inch with ice inside & not outside. We could’nt [sic] see anything until the ice melted, and it makes such a mess when it does melt. Nobody sits near the window as it is cold, but all crowds around the poor old stove who’s trying so hard to give off heat in spite of all its efforts. When it gets to be so cold, you can’t feel the coldness but it stings your nose and cheeks.",Living-conditions
,"We’ve had only one blizzard this year so far. And what a blizzard! You couldn’t see an inch ahead of you. We didn’t go to school that day. Quite a lot never went also. The van driver said that he started out the same time as every morning, but was at least an hour and half off the schedule.",Living-conditions
,The thermometer is up to 30 degrees above right now. It’s quite a change after those cold days. People say that this coldness is,
,"the same as the year 1935. Usually, they say that it isn’t this cold every winter. How are the things at school? Are you very busy with your homework? We hardly get homework except S.S. & French almost every night. Every gym period we play basketball. Most of the girls take P.T. in their dresses and so do I. Rules over here aren’t so very strict. Teruko’s class went ice-skating for 3 periods one afternoon twice. We planned on going last Fri. but it snowed the day before so we couldn’t skate because the snow wasn’t scraped off yet.",Education; Recreation
,"Gee, I wish you were over here or I over there, well it doesn’t make any difference as to where it is as long as were [sic] together.",Joan; Homesickness
,This writing pad is the first one I used on your letter which you gave me for Xmas. I haven’t used any envelopes yet.,
,Mother just handed me out the bunch of lavenders which was in my Xmas present from you & she wants to know if you can get hold of any more of them. She just loves the scent of it & she’ll be very grateful if you can send anymore if you can get some more.,Homesickness
,"Well I think I’ve said all I wanted to say. Best regards to you all – yours as ever,",
,Sumi M.,
Letter 6,"Box 167,",
,"Raymond, Alta.,",
,"April 24,/43.",
,Dearest Joan;,
,"“Happy Easter” to you, Joan. “Best Wishes” to you from all of us. How are you and everybody? Well, I hope, as we all are also. I am very very sorry for not writing to you sooner …. for some … ah … unfavorable circumstance! I hope I didn’t keep you waiting very long. Ahem!!!",Communications
,"Well, Joan, how is school? Fine? Well, I hope so, as I’m getting used to this “hostility.” You know, about two weeks ago snakes started to appear & some boys thought that they were smart and put a live snake into a girl’s zipper loose-leaf. She didn’t know anything about it, and when she unzipped it during the period (study period.) the snake just sprung at her & was she frightened! Poor girl, & she just can’t stand snakes. This isn’t the only incident that has happened. I saw a snake coiled on the banister and several times live snakes wandering in the rooms. Especially the Grade X room because its [sic] only the Grade X boys who would think of doing it. Well, I’m glad as the principle gave a lecture on such a behavior. Baseball game has opened up once again. We play baseball every gym period. Outdoors if the day is fine or indoors when it isn’t.",Education; Recreation
,"In the first French test I had 85%. Then the next test I had 88% and then the one I took the other, I had 94%! Would you believe it? (I was the highest, and the rest came in with 10%, 20%, 32%. Gee! what a bunch! Even our French teacher said that we’re the worst French I class that she ever taught.) Well, this is our Raymond High School as they call it. Just now, we’re having a four day Easter holiday. 23rd, 24th, 25th & 26th. This is only for the High School; the public school got off from 23rd to May 3rd, lucky things. The school van is still running, thank goodness. We were going to get a 2 ½ hour Easter exam (for each subject I mean) before the holiday but the teachers decided not to give it this year as we’re fairly behind in our school work. We’re all looking forward to the June Exam!!",Education
,"On April 21st we saw an Air Force Picture, brought by the Air Force Company from Ont. They are showing the picture all over the Prairie Provinces encouraging the girls to join the Women’s Air Force. It shows mainly what the girls do when they join up. It lasted for about two hours and it wasn’t bad at all. You haven’t by some chance seen it, have you?",WWII; Recreation
,"On April 3rd, all of our family went to see some a plays, dances, singing, etc. which lasted from 3:00 P.M. to 11:30 P.M. We had to take our lunches and had ½ hour off from 6:00-6:30 P.M. to eat it.",Recreation
,"The hall was just packed full; there were trucks from Picture Butte, Cardston, Coaldale, Stirling, etc. We had ride [sic] all the way home. Next morning I didn’t wake up till 11:00 A.M. Then on April 11th, we all went to a two feature Japanese show which lasted from 7:30 P.M. – 12:00 P.M. We had a ride home again all the way free. On April 14th, I went to the “Iceland” matinee after school with Teruko Ikeda. We got in for 15 ȼ. Did you see this picture? I thought it wasn’t as good as “Sun Valley Serenade” although “Iceland” had more skating in it.",Recreation
,"On April 17, the whole family went to Lethbridge C.P.R. station to meet our uncle & his family from Kaslo en route to Ontario. We last saw them on April 20th, 1942 when we left N.W. & we didn’t see them till almost a year. I was disgusted with them because they wouldn’t stay in Raymond. We had only 15 minutes to chat and bid farewell. Good thing it was on Sunday.",Forced-dispersal
,We’re all looking forward to the day when we sight the New Westminster station again.,Homesickness
,"Tomorrow, April 25th (Easter Sunday) the United Church decided to take a trip to some kind of a lake, about 36 miles from Raymond to pass the Easter Sunday. Well, they discovered that they couldn’t take us all as there won’t be enough room so only 2 from each family could go. Sad thing, we were waiting for this day. Only father and mother are",Recreation
,"going from our family. There’s only one chance out of ten when you find us all at home now a days [sic]. We’re nearing to our beet work again this year so we decided to go out when the weather is fine and before we get busy again. There are several places where beet seeds have been planted already. We haven’t got our seeds planted yet, but are expecting it in a short while. The field has been ploughed & ready to be planted.",Labour-conditions
,"This year it seems as though its [sic] going to be very hot. For the past few weeks, I’ve worn no overcoat but a ¾ jacket every day. We can’t compare it with the weather when we first came here. This year I think we’re going to have 25-27 acres of beets. Last year we had only 21 acres although we came for 25. Dad doesn’t want to do so much. We tell him that we could do at least 30 acres, but he won’t say “okay.” He keeps on saying that 25 acres is enough. Oh, well, its [sic] up to him,",Living-conditions; Labour-conditions
