timestamp,words,tags
,Gosh I’m just waiting for your glamorous picture. Boy but I’ll bet you had a good laugh at my school-day pictures We’ve got piles of those old school pictures too.,Joan
,"Dancing would be fun with you Joan, if I know how to dance. My brother took a lesson at [Lallas Moors?] in Vancouver late last Autumn. He tried to teach me then but I wasn’t crazy over it so I couldn’t quite get to dance. Gee but I’d like to know how now.",Recreation
,One trouble is we haven’t any radio yet.,Living-conditions; Recreation
,"Your [sic] more up to date in show than I am, the last time I seen one was almost",Recreation
,three month [sic] ago when we were stationed at the Immigration Hall. We stayed at this place for about a week and we sure used it went to a show almost every day I think every picture Vancouver gets comes over a month or two later here in Winnipeg.,Recreation
,"Do you like the Hawaiian Guitar. This is one instrument I wanted to learn for a long time. Gee I’d like to start in on it this winter. Can you play any instrument? I’d like to have some kind of a music around. Gee I bet you just love singing. I like to have you here just to sing for me. I can play a mouthorgan, this is what I learned when I was a small kid.",Recreation
,"This song (“I like New York in June, How about you?”)",Recreation
,I think I could remember Judy Garland sing this in the show called (“Babe on Broadway”),Recreation
,You asked me what the last two pages in your letter reminded you of. The closest I could get to it is. The one you Love. No I can’t think of anything else.,Joan; Recreation
,Gosh I sure do enjoy the Union steamship. I’ve been on one of these This was on a B.+A. picnic to Bowen Island. It sure is nice along the coast -- isn’t it.,Homesickness
,Right here you see nothing but a wide piece of land with few houses here and there.,Living-conditions
,When I think of the B.C. I really don’t feel like staying here for the next minute.,Homesickness
,About that firefly I was going to send you. Gee I’m sorry I promised you but it doesn’t seem to be flying around now. Gosh but I should have saved one for you before. I just went out to look for one but all I could see is the stars. And boy the moon is out nice and bright.,Living-conditions; Joan
,Joan you write a swell letter. I’m just wondering why I can’t write any better than this.,Writing
,Your letters getting more and more interesting and I’m glad you like writing to me too. Well I guess I better close here for its past midnight. Bye.,
,Yours As Ever,
,Tad,
,P.S. Hoping to hear from you soon I’ll be expecting your picture at the same time,Joan; Photographs
,I hope you didn’t mind my poor grammar and cross-outs ect. [sic],Writing
,"About that drawing, I aint much of a drawer but if you can stand it to have it around I’ll try and do one for you.",Recreation
Letter 3,P.O. Box 23,
,Headingly Man.,
,"Oct. 4, /42",
,Dear Joan:,
,Please forgive me for not writing any sooner. To tell you the truth this is the first chance I got to write after I got home from threshing. I’ll promise you I’ll write sooner the next time. Gee why but come to think of it its almost two month ago I wrote to you isn’t it.,Writing
,"Well anyway how are you and the rest? All in the best road of health I hope. As for me I’m just swell, beside I’ve gained five pounds since we came out here.",Homesickness
,We’ve had some nice cold weather out here for a while. The first sight of Jack Frost was seen on the 23rd of Aug. After that we had some cold days for about two wks. Once I went for the milk to our neighbors in the evening nearing 7:30 and the thermometer reading 30 degrees. Boy! But was I surprised to see this Gee whiz and the first snow flury [sic] came,Living-conditions
,"down on the 23rd of Sept. It snowed a little for 3 days in succession. On the last day we had a blizzard for just five minute. It just came and went like a lightning. I was sure surprised how the cold weather comes around here, but now the hot weather seem to have came back again. I guess this is what they call Indian summer. How’s the weather back there I suppose you haven’t met up with Jack frost yet have you?",Living-conditions
,We have just started on our beet harvest about a week ago. Boy I found this job really miserable specially when your shaking the dirt off. The only thing the owner does at harvest is come along with a tractor and loosen the beet out of the heavy gumbo soil. Then we go up 2 rows a piece throwing 8 rows of beets into one row shaking the dirt off at the same time. Then we go back up the row topping it this time soon as we make a pile of beets we throw the leaves over it in,Beet-farms
,case it freezes before them come to collect. To topp [sic] this sugar beet we use a heavy knife with a curved hoot at the end to pick it up. This we could only do about 1/2 acre a day or less. To every ton of beets topped we get $1.25 to 8 tons of beet topped and to anything over 8 tons an acre we get 1.00 per ton.,Beet-farms
,I suppose you’ve heard or read about the mon eclipse on the 25th of Aug. Boy! That was really clearly seen. The sky was clear and besides the moon was in full then.,Living-conditions
,Talking about radio. About a week ago my brother bought a brand new portable radio. It can be brought to any place and we played. We’re using battery now. Its made for both battery and electric.,Recreation
,At least I’ve got one picture of myself thats not too bad. I had it taken on a Millionar’s Farm while I was threshing there. I’m gonna get coupla reprints of this one so in the next correspondence you can expect it. So please try and,Photographs
,get one of yourself for me will you,Joan; Photographs
,By the way Joan I’d like to read some of your wonderful poems can you write one just for me? I’ll be waiting for it.,Joan
,By the way you haven’t heard about Oki’s dad have you? He passed away on the 28 of Aug. Gosh that sure was a shock to all of us here.,Homesickness
,Well I guess this is all I can write this time so I’ll close here. Bye for now.,
,As Ever,
,Tad,
,Here is a drawing I have done this afternoon. It took me an hour and a half to draw and paint this. This ain’t nothing wonderful but since I drew it I thought I might as well send it to you.,Recreation
,P.S. please write soon I’ll be waiting,
Letter 4,"Lorette",
,"Manitoba",
 ,"Jan 9, 1943",
 ,"Dear Joan --",
 ,"Hellow Joan, It’s been quite a while since I heard from you last isn’t it.",Joan
 ,"Well anyways I resolved to answer every letter sooner, especially yours.",Writing
 ,"Here’s another year, greeting us with Luck and Happiness. I hope.",
 ,"First of all I guess I’ll tell you of our transfer into Lorette. This was made in the middle of November. We moved out of Headingly because of our poor living quarter. Right now we have all the convenience although the post office is three miles away.",Living-conditions
 ,"Our boss (Joe Gregorior) has a farm of his own, has a dairy, and runs a general store, and above all he owns about 17 children. He just lives across the highway from us, and the school is about same distance away.","[insert proper term for landowner/supervisor/'boss']"
 ,"This highway which runs between us in the NO12, or some peoples call it the Dawson Rd",
,"How’s the weather like back in good old B.C. now? Have you had any snow yet?",Homesickness
 ,"Right here we have an average of 8 inches. Some places like along the edge of the brush or fence the snow is banked about 2 ft. The highway in this country is banked up quite high so soon as the powder snow lands it is blown by a puff of wind, and the speed of the traffic.",Living-conditions
 ,"The toughest day we had out here was about 30 degrees below with a wind that almost tore our skins apart from our bones. This day me and my dad went out a mile to get beet leaves for our boss’s cattle. The beet leaves were stuck tight together so we needed a pick to separate them from the ground. My dad had 1 1/2 inches of icycle [sic] on his mustach when we came back with a load.",Beet-farms;Labour-conditions
 ,"If you stand out in this weather for an hour you’ll be chilled right through your marrow.",Living-conditions
,"Boy but the river was really well for a coupla weeks last year for skating. This Seine",Recreation
,"River was a playground for almost every one around here, on Sundays specially. Last year was my first year on ice and I made out pretty good one day I tried out my speed and proved to go 9 miles in 3/4 hr. this is nothing to what most does [sic].",Recreation
,"Most of the Japanese sugar beet workers have now gone to the [???] work camp or to Ontario to cut pulp wood and few have landed swell jobs in Winnipeg. My eldest brother has gone to Ontario to cut pulp wood but just a day before Christmas he broke his ribs and he is now at Fort William.",Labour-conditions
,"Most of the girls here have work in Winnipeg doing house-work, working in hat-factories and even few of them are smart enough to work as a stenographer.",Gender-dynamics; Labour-conditions
,"I’ve got some more to write but since its getting to [sic] long I think I’ll cut off here.",
,"Darn this evacuee business I’m getting tired of it can’t seem to get settled.",Homesickness
,"Well anyways here’s sending you--",
,"Best Wishes and Luck for /43",
,"Write soon please",
,"Always",
,"Tad",
Letter 5,"Lorette Manitoba",
,"Feb. 14 /43",
,"[doodle of two hearts impaled by an arrow]",
,"Dear Joan:",
,"Hellow Joan, thanks for the very welcome letter I received on the 1st of Feb. ",Communications
,"How are you and the rest All fine and dandy and I hope you didn’t catch a cold during the sub-zero weather you had out there. I was glad to hear you had received my letter on your birthday and besides it was on my sisters birthday I sent it.",Homesickness; Joan
,"I hear it went down as long as 45 degrees below in the North Fraser Valley. Is that true? I suppose you have coupla foot of snow there now. My friend in the interior of B.C. says they had 3 ft of snow, but out here we only have 18 in. average.",
,"In places there are about 5 ft of snow frozen hard enough to keep us up. One of our boss’s son [sic] recently went trucking up in Alaska and he says its 80 degrees below there. Boy the fuel cost went sky high these days hasn’t it This winter sure",Living-conditions
,"fooled many citizens. I heard in the prairies they’re burning their own houses for fuel. There’s so much snow there the roads are all blocked up. Quite a few highways in Manitoba are blocked up. The peoples around here says this highway’s about the last to get blocked. There are snow plughs working on the highways but it doen’t do much good because the wind out there are too strong it blows the snow around 30-40 feet up in the air.",Living-conditions
,"My brother came from Fort William. He is perfectly well now and at present he is in Winnipeg looking for more profitable job [sic]. The fellas that went to Ontario to cut pulp wood says the trees there are no bigger than a raspberry cane. My brother brought home a piece of birch bark to write letters on It’s almost as smooth and thin as an ordinary writing sheet. He had about foot square of it. He says, Ontario quite similar to B.C. of course there are no",Labour-conditions
,"high mountains.",
,"'Lorette Village' as they call it is a French settlement. The people living in this district are almost all French. The most outstanding building here is the Catholic church about 1 1/2 times the size of the Lutheran church at Annivial[?]. Theres a nun’s school, Public school with high school, 3 general store one with Post Office, Hall, Hotel, 2 garage and a pool room. In this town are six Japanese families one of them being our neighbor back home. The Manitoba Sugar Beet 60 intends to put 10 more families in this Area. We live 3 miles away from the Village.",Living-conditions
,"But our boss owns a small general store so we don’t have to cycle in for our groceries There’s a small school right across my place that holds about 50 pupil Theres one 23 year old teacher teaching 40 pupils, grades 1 to 10. It is exactly 50 miles from Lorette to Newton Siding Our boss owns 16 kids The eldest about 25 He lost 4","[insert proper term for landowner/supervisor/'boss']"
,"He expects to get another soon. Theres only nine home now and the eldest is only 16. Our neighbor just across the river from us has a family of 13 and majority of them are girls. They all say the French have a big family. They all seem to be friendly towards us at least they have no hatred towards us. Is this true about Glen that he’s a student of the University of Washington? And about the barge balloon they’ve got up around Vancouver? Have you seen it yet?",Living-conditions
,"Is this true about Glen that he’s a student of the University of Washington? And about the barge balloon they’ve got up around Vancouver? Have you seen it yet?",Homesickness
,"Last night the Japanese Girls in Winnipeg held a party at the I.W.A.",Recreation; Gender-dynamics
,"Well this is about all I can think of so I’ll close here",
,"Always",
,"Tad",
,"P.S. I’ll be waiting for your swell picture",Photographs
,"[doodle of two hearts impaled by an arrow]",
Letter 6, Lorette Manitoba,
,April 11 /43,
,Dear Joan:,
,"Hellow there, Many thanks for the most welcome letter I received quite awhile ago and Gosh! ",
,"Was I glad to see a snapshot of yourself enclosed. Thanks a lot, Believe it or not I’ve got two snapshot of you now",Photographs
, The other one was taken in your victory garden last year.,WWII; Photographs
,The weather we’re having these days isn’t too bad The snow is practically all gone making things look more like Spring The Seine River has expanded 15 times its,Living-conditions
,width because this river hasn’t much of a bank This water has reached within 15 feet of our house. They say last year it was the worst since 1910 on this river The wheat fields are a sight now huge patches of water here and there deep enough to hold a couple on a light dinghy,Living-conditions
,Maybe you have heard this In the middle of March we had a blizzard for 3 consecutive days 60 hrs. Behind our house the drift came as high as 9 ft. Yosh says he had a drift 15 ft high behind their,Living-conditions
,house,
,How’s the good old B.C. like these days more like summer than spring I suppose.,Homesickness
, During the last week of March we have done some skating on the rivers and fields.,Recreation
,To date we’ve only had few drops of rain which came just recently.,Living-conditions
,"Last Friday I happened to meet up with Yosh in the bus. For a while there I was puzzled there I couldn’t recognize him right away. He had a glass on which I’ve first-seen him with, and besides he has grown a lot fatter. He and I went in to see a show It was of this",Recreation
,title “Spring-time in the Rockies” It was a nice show in technicolor.,Recreation
,I heard from Yosh that you and few other girls an boys are comming [sic] over to see him this summer Is this on the level?,Joan
,"Since the last time I heard from you I have made over half a dozen toy planes I’ve made this as my hobby from now. I sold few to our boss He says, he never seen anyone make a better toy plan He said there were few that were worth about 3-4 dollars length are only a foot long.",Recreation
,In the last letter you asked me if I’ve been to Newton Siding I haven’t been there once since we came over I like to tho’ it’s pretty hard to get the permit.,Recreation
,Any time we hop on a bus we are questions if we got our permit.,Living-conditions
,I’m enclosing a snap-shot which was taken almost a year ago I’m sorry but this is the only one I got of myself My height is I am a little shorter than Yosh.,Photographs
,Always,
,Tad,
,P.S. I hope you haven’t passed out by my picture,
Letter 7,c/o Dryden Paper Co.,
,"Camp 29,",
,"Dryden Ontario,",
,"Jan 16, /44",
,Dear Joan:,
,"Hellow honey, I’m really sorry for this terrible long delay. The reason why I didn’t answer you letter sooner was because I was way up north of Winnipeg working in a lime quarry, and the fellas at home forgot to send the letter up to me till two month later. After this long delay I felt kind of shy writing back, and it came hard and harder for me to write. But since you encouraged me this Christmas to write I am sincerely glad to do so.",Writing
,By the way I received your Christmas Card on the 28 and I really loved it just as much as I love you. I sent one to you on the 20th I hope you received it because the mail only go out once or twice a wk at this camp.,Communications; Joan
,Well how is the climate like back there in B.C. this winter. I guess its mild there too. Over here it only went as low as 30 below yet and usually it goes 50 below. I heard in part of Saskachewan it rained on the Christmas day. Right now we have foot and couple inches of snow. In Winnipeg I heard they,Living-conditions
,have only about inch of snow.,Living-conditions
,"Its almost 2 month since we came to work here. I am here to work another two month but I don’t know how I can stand it here. I believe you like to hear a little about over here in Ontario. So far we have only been 100 miles into Ontario so I really haven’t much to tell, but I could say we came across hundreds of small lakes. The trees around here only average 50-60 ft. mostly all evergreen. I haven’t noticed any high mountains yet, but where ever you go is a hill. I like to send some pictures to you of this camp and scenery but it is almost impossible to get films now.",LabourConditions
,To tell you the truth I think British Columbia is the best place to live and enjoy scenery. ,Homesickness
,I hope i was in the interior of B.C. now where you can come over now and then to see me. Gee but won’t we have lot of fun then Well anyways I’ll hope there’ll be a day when we get together in a near future and have a good time and a good talk with you.,Joan; Homesickness
,Well here’s hoping I'll be hearing from you soon. Till then Cheerio! Honey,
,Friend,
,Tad.,
